Epoch,Train Loss,Test Loss,Validation Loss,Train Accuracy,Test Accuracy,Validation Accuracy
22,0.42713683390681695,1.1211151847457825,1.1623024632853847,0.8460881294964029,0.6521948866377231,0.6403721682847896
23,0.40427881221039047,1.1531196847596328,1.1433838705862722,0.8553057553956834,0.6288792410355363,0.6375404530744336
24,0.3822921102786129,1.1517594654716379,1.181817009564369,0.8640287769784173,0.6436726161762342,0.633495145631068
25,0.35156177699485486,1.1674855614229462,1.212432735966098,0.8765737410071942,0.6447981990673741,0.6521035598705501
26,0.3267772097663163,1.2669017751603016,1.2868727556159418,0.8863309352517985,0.6441550088438656,0.6371359223300971
27,0.30804173137671015,1.2944394615131662,1.3243491690005025,0.8933003597122302,0.6439942112879884,0.6310679611650486
28,0.28516782473692365,1.2371796464935367,1.312336087323004,0.8994154676258993,0.6517124939700917,0.6347087378640777
29,0.27706171594117934,1.2831380103731522,1.34327716096755,0.9028327338129496,0.6468885672937771,0.6330906148867314
30,0.25417551667690813,1.3003990577778044,1.3347786841853972,0.9135791366906475,0.6502653159671973,0.63915857605178
31,0.2379011049310563,1.3518282925868095,1.3504383958155108,0.9189748201438849,0.6493005306319344,0.6508899676375405
32,0.21880810498460967,1.4443646172554756,1.4964469419371698,0.9244604316546763,0.6491397330760572,0.6488673139158576
33,0.21232359471241777,1.3805053021691758,1.3785495415810616,0.924910071942446,0.638205499276411,0.6468446601941747
34,0.19484567767538452,1.42957674526157,1.4677025156636392,0.9336780575539568,0.6462453770702685,0.6419902912621359
35,0.18642003433427123,1.492048253858304,1.5778124130541278,0.9362410071942446,0.6396526772793053,0.6318770226537217
36,0.1718003595417044,1.4386423048599213,1.4531040293555106,0.9426708633093526,0.6538028621964946,0.6516990291262136
37,0.16874986309742407,1.4873986836034412,1.5523104519613327,0.9424460431654677,0.6552500401993889,0.6557443365695793
38,0.15171241123219215,1.5555712913945892,1.5983382649479374,0.9490557553956834,0.6409390577263225,0.6330906148867314
39,0.14353315271169162,1.5931115608020736,1.6254246150293659,0.9504946043165468,0.6436726161762342,0.6472491909385113
40,0.14218420169966148,1.603240237980698,1.7316993488900123,0.9504946043165468,0.64560218684676,0.6387540453074434
41,0.13698639356306747,1.6312391411292828,1.5911393483800274,0.9543615107913669,0.6480141501849171,0.654126213592233
42,0.12292098353412538,1.6067857512280077,1.6549468388480524,0.9602517985611511,0.6472101624055314,0.6436084142394822
43,0.11659911034416019,1.63016263717321,1.6519964646908545,0.9622751798561151,0.6472101624055314,0.6492718446601942
44,0.11690162256696737,1.5827152000639617,1.594234856482475,0.9602517985611511,0.6478533526290401,0.6476537216828478
45,0.1088053030733659,1.6839780786235106,1.705295031878256,0.9642086330935252,0.6431902235086027,0.6423948220064725
46,0.10936814480161348,1.6136450764931414,1.7089048181330004,0.9640287769784173,0.6451197941791285,0.6338996763754046
47,0.09842798113567493,1.6324795151660865,1.6386846646185844,0.9679856115107913,0.6544460524200032,0.6476537216828478
48,0.0952931844708493,1.7254070301365423,1.731414876061101,0.9695143884892087,0.6465669721820229,0.6464401294498382
49,0.08611396657945354,1.7192252313761294,1.710631428803167,0.97306654676259,0.6428686283968483,0.6472491909385113
50,0.08626057049339107,1.7727079676287034,1.8295027106038986,0.9712679856115108,0.6459237819585142,0.6448220064724919
51,0.09452587286736515,1.7556371077761093,1.8216109513275085,0.9683902877697842,0.6468885672937771,0.6436084142394822
52,0.08256033316265922,1.6960594421180784,1.821032516802511,0.9718075539568345,0.6518732915259688,0.6444174757281553
53,0.088820891001508,1.6262819317665076,1.6722467949313502,0.9710431654676259,0.6538028621964946,0.6476537216828478
